treat,response_wave_ID,exp_1_prompt,meta_OS,age_65,educ,PID,crt,gender,age,polknow,internet_usage,ambivalent_sexism,post_favor_Sanders
ad,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Democrat,0.3333333333333333,Female,55,0.42857142857142855,7,2.4,71
control,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Independent,0.6666666666666666,Female,33,0.2857142857142857,7,2.4,54
audio,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Republican,0,Female,57,0.5714285714285714,7,3,0
skit,SV_eyxdeXOuISXzakt,control,desktop,<=65,High school,Republican,0.3333333333333333,Female,55,1,7,2.6,0
skit,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Independent,0,Female,56,0.5714285714285714,7,1.8,75
ad,SV_eyxdeXOuISXzakt,control,mobile,<=65,High school,Democrat,0,Female,37,0.5714285714285714,5,1,24
control,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Democrat,0.3333333333333333,Female,50,0.8571428571428571,6,2.4,19
ad,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Republican,0,Male,41,0.42857142857142855,7,4.2,22
ad,SV_eyxdeXOuISXzakt,info,mobile,>65,College,Democrat,0.3333333333333333,Female,65,1,5,4.2,40
text,SV_eyxdeXOuISXzakt,info,mobile,>65,College,Democrat,0,Female,62,0.8571428571428571,6,3.2,69
control,SV_eyxdeXOuISXzakt,control,mobile,<=65,High school,Democrat,0.3333333333333333,Female,28,0.7142857142857143,7,2.2,50
audio,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Independent,0.3333333333333333,Female,27,0.42857142857142855,7,1.6,40
skit,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Democrat,0.6666666666666666,Female,62,0.8571428571428571,7,2,100
skit,SV_eyxdeXOuISXzakt,control,mobile,<=65,High school,Democrat,0,Female,55,0.5714285714285714,6,3,75
audio,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Democrat,0,Female,47,1,7,2.8,13
video,SV_eyxdeXOuISXzakt,control,mobile,<=65,High school,Republican,0.6666666666666666,Female,23,0.7142857142857143,7,2.2,50
skit,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Democrat,0.3333333333333333,Male,27,0.8571428571428571,6,3.8,75
audio,SV_eyxdeXOuISXzakt,info,mobile,<=65,<High school,Democrat,0.3333333333333333,Female,29,0.42857142857142855,7,2.6,23
audio,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Independent,0.6666666666666666,Female,27,0.5714285714285714,7,3.4,31
video,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Democrat,0.3333333333333333,Female,24,0.5714285714285714,7,1.4,44
skit,SV_eyxdeXOuISXzakt,control,mobile,<=65,High school,Republican,0.6666666666666666,Female,40,0.2857142857142857,6,2.4,50
video,SV_eyxdeXOuISXzakt,control,mobile,>65,College,Independent,0.3333333333333333,Female,62,0.5714285714285714,7,2.4,0
text,SV_eyxdeXOuISXzakt,info,desktop,<=65,College,Democrat,0,Female,55,1,7,2.2,83
video,SV_eyxdeXOuISXzakt,control,mobile,<=65,Postgraduate,Independent,0,Female,35,0.5714285714285714,6,3.4,58
text,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Independent,0.3333333333333333,Female,26,0.8571428571428571,7,3.8,0
ad,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Democrat,0.3333333333333333,Female,56,1,7,2.6,66
video,SV_eyxdeXOuISXzakt,control,mobile,<=65,High school,Democrat,0,Female,23,0.2857142857142857,3,3.2,82
control,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Independent,0.3333333333333333,Female,25,0.7142857142857143,7,3,27
ad,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Democrat,0.3333333333333333,Female,27,0.8571428571428571,7,2.2,100
control,SV_eyxdeXOuISXzakt,info,mobile,>65,High school,Democrat,0,Female,68,0.7142857142857143,7,2.25,50
audio,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Democrat,0.6666666666666666,Female,31,0.42857142857142855,7,2.2,82
video,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Independent,0.3333333333333333,Female,37,0.42857142857142855,7,2.8,49
text,SV_eyxdeXOuISXzakt,info,desktop,<=65,High school,Republican,0.3333333333333333,Female,52,1,7,2.6,0
video,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Independent,0.3333333333333333,Male,66,0.7142857142857143,6,4.6,0
control,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Republican,0,Male,73,0.42857142857142855,5,3.4,0
control,SV_eyxdeXOuISXzakt,control,desktop,<=65,College,Independent,0.3333333333333333,Male,59,1,4,4.2,1
control,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Independent,0.3333333333333333,Female,25,0.2857142857142857,5,2.6,68
skit,SV_eyxdeXOuISXzakt,control,mobile,<=65,Postgraduate,Republican,0,Female,50,1,6,3.4,9
video,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Republican,0,Female,62,0.42857142857142855,7,3.2,50
video,SV_eyxdeXOuISXzakt,control,desktop,>65,College,Democrat,0.3333333333333333,Female,61,0.7142857142857143,6,2.8,48
ad,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Republican,0,Female,55,0.7142857142857143,7,4,18
ad,SV_eyxdeXOuISXzakt,info,mobile,<=65,Postgraduate,Democrat,0.3333333333333333,Female,39,0.7142857142857143,7,2,59
text,SV_eyxdeXOuISXzakt,control,desktop,>65,Postgraduate,Democrat,0.6666666666666666,Male,67,1,6,1.6,82
video,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Democrat,0,Male,22,0.2857142857142857,7,3.4,38
audio,SV_eyxdeXOuISXzakt,control,mobile,>65,High school,Republican,0.3333333333333333,Female,70,1,6,2.8,0
control,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Democrat,0.3333333333333333,Male,60,0.8571428571428571,7,3.4,83
ad,SV_eyxdeXOuISXzakt,info,desktop,>65,High school,Democrat,0.3333333333333333,Female,66,0.7142857142857143,6,2.6,100
text,SV_eyxdeXOuISXzakt,control,desktop,>65,College,Democrat,0,Male,72,1,7,1.4,75
ad,SV_eyxdeXOuISXzakt,info,mobile,>65,College,Republican,0.3333333333333333,Female,67,0.8571428571428571,6,3,0
ad,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Republican,0,Female,33,0.5714285714285714,6,4.2,49
control,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Democrat,0.3333333333333333,Male,66,1,7,2.6,100
audio,SV_eyxdeXOuISXzakt,control,desktop,>65,High school,Independent,0.3333333333333333,Male,80,0.5714285714285714,5,2.4,50
audio,SV_eyxdeXOuISXzakt,control,desktop,<=65,Postgraduate,Republican,0.6666666666666666,Male,59,1,7,3.2,6
audio,SV_eyxdeXOuISXzakt,control,desktop,>65,Postgraduate,Independent,0.6666666666666666,Male,63,1,7,5,50
skit,SV_eyxdeXOuISXzakt,control,desktop,>65,Postgraduate,Republican,0.3333333333333333,Male,69,1,6,3.2,57
ad,SV_eyxdeXOuISXzakt,info,desktop,<=65,Postgraduate,Republican,0.3333333333333333,Male,44,0.7142857142857143,7,5,37
audio,SV_eyxdeXOuISXzakt,control,mobile,<=65,Postgraduate,Democrat,0.3333333333333333,Male,33,0.7142857142857143,7,3.4,77
skit,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Democrat,0.3333333333333333,Female,18,0.2857142857142857,6,3,50
audio,SV_eyxdeXOuISXzakt,info,mobile,<=65,Postgraduate,Democrat,0,Male,30,1,7,3.6,29
audio,SV_eyxdeXOuISXzakt,info,mobile,>65,High school,Republican,0,Female,63,0.5714285714285714,6,2,1
control,SV_eyxdeXOuISXzakt,info,mobile,>65,College,Democrat,0,Male,62,0.5714285714285714,6,3.4,31
audio,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Democrat,0.3333333333333333,Female,29,0.5714285714285714,7,1.6,50
skit,SV_eyxdeXOuISXzakt,info,mobile,<=65,Postgraduate,Democrat,0.3333333333333333,Female,58,0.8571428571428571,7,1.8,50
skit,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Democrat,0.3333333333333333,Male,22,0.2857142857142857,6,2.8,50
audio,SV_eyxdeXOuISXzakt,control,desktop,<=65,College,Democrat,0.3333333333333333,Male,31,0.5714285714285714,6,2.6,84
video,SV_eyxdeXOuISXzakt,control,mobile,<=65,Postgraduate,Republican,0.6666666666666666,Female,39,1,7,1,41
text,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Republican,0.3333333333333333,Female,36,0.2857142857142857,7,2.6,31
audio,SV_eyxdeXOuISXzakt,info,mobile,<=65,Postgraduate,Democrat,0.3333333333333333,Female,52,1,7,3.8,65
skit,SV_eyxdeXOuISXzakt,info,desktop,<=65,Postgraduate,Democrat,0.3333333333333333,Male,39,1,7,3,50
control,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Republican,0.3333333333333333,Female,30,0.42857142857142855,6,2.8,0
control,SV_eyxdeXOuISXzakt,control,mobile,>65,College,Republican,0.6666666666666666,Female,62,0.7142857142857143,7,2.6,15
control,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Independent,0.3333333333333333,Male,69,1,7,2.6,28
control,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Democrat,0.3333333333333333,Female,42,0.2857142857142857,7,2.8,50
text,SV_eyxdeXOuISXzakt,control,mobile,<=65,High school,Democrat,0.3333333333333333,Female,34,0.7142857142857143,7,1.4,50
video,SV_eyxdeXOuISXzakt,control,desktop,>65,College,Republican,0.6666666666666666,Female,63,0.7142857142857143,6,4.4,0
video,SV_eyxdeXOuISXzakt,control,desktop,>65,Postgraduate,Democrat,0.3333333333333333,Male,72,1,6,2.6,75
text,SV_eyxdeXOuISXzakt,control,desktop,<=65,College,Democrat,0.3333333333333333,Female,23,0.5714285714285714,7,1.4,50
video,SV_eyxdeXOuISXzakt,control,desktop,<=65,College,Democrat,0.3333333333333333,Female,39,0.8571428571428571,7,2.6,73
audio,SV_eyxdeXOuISXzakt,control,desktop,<=65,High school,Democrat,0.3333333333333333,Male,31,0.42857142857142855,7,3.2,62
text,SV_eyxdeXOuISXzakt,control,desktop,>65,College,Republican,0.3333333333333333,Male,69,0.8571428571428571,6,2.2,9
control,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Independent,0.6666666666666666,Male,22,0,7,3,50
ad,SV_eyxdeXOuISXzakt,info,desktop,>65,Postgraduate,Republican,0.6666666666666666,Male,70,0.8571428571428571,6,2,10
control,SV_eyxdeXOuISXzakt,control,mobile,>65,High school,Republican,0.6666666666666666,Female,66,1,6,2,82
audio,SV_eyxdeXOuISXzakt,info,desktop,>65,Postgraduate,Democrat,0.3333333333333333,Female,69,0.8571428571428571,6,2.2,90
text,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Democrat,0.6666666666666666,Female,32,0.7142857142857143,7,2.8,43
text,SV_eyxdeXOuISXzakt,info,desktop,<=65,College,Democrat,0.3333333333333333,Female,59,0.7142857142857143,6,2.8,75
text,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Independent,0,Female,57,0.8571428571428571,6,1.4,100
skit,SV_eyxdeXOuISXzakt,info,desktop,<=65,College,Republican,0.6666666666666666,Male,57,1,6,2.6,16
control,SV_eyxdeXOuISXzakt,control,mobile,<=65,High school,Republican,0.3333333333333333,Female,48,0.42857142857142855,7,3.4,31
video,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Democrat,0.3333333333333333,Male,58,0.8571428571428571,7,3,41
control,SV_eyxdeXOuISXzakt,control,mobile,>65,High school,Democrat,0.3333333333333333,Female,73,0.5714285714285714,6,2.4,70
ad,SV_eyxdeXOuISXzakt,control,desktop,>65,High school,Republican,0.3333333333333333,Female,65,0.5714285714285714,7,4.2,0
audio,SV_eyxdeXOuISXzakt,control,desktop,<=65,Postgraduate,Republican,0,Female,47,1,7,3.2,0
skit,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Republican,0.3333333333333333,Female,70,0.7142857142857143,6,2.6,10
text,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Independent,0.3333333333333333,Female,38,0.42857142857142855,6,3,24
skit,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Independent,0.3333333333333333,Male,72,0.8571428571428571,6,3.6,80
audio,SV_eyxdeXOuISXzakt,control,desktop,>65,College,Independent,0.3333333333333333,Male,69,1,5,3,0
skit,SV_eyxdeXOuISXzakt,control,desktop,>65,College,Republican,0,Female,91,0.7142857142857143,6,2.8,47
text,SV_eyxdeXOuISXzakt,control,mobile,>65,Postgraduate,Democrat,0.3333333333333333,Male,68,1,7,3,96
skit,SV_eyxdeXOuISXzakt,control,desktop,<=65,High school,Democrat,0.3333333333333333,Male,56,0.8571428571428571,7,2.8,41
video,SV_eyxdeXOuISXzakt,control,desktop,>65,Postgraduate,Independent,0,Male,78,1,6,3,0
audio,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Republican,0,Male,70,1,6,3,0
text,SV_eyxdeXOuISXzakt,info,mobile,>65,College,Republican,0,Female,69,0.5714285714285714,7,4.2,0
control,SV_eyxdeXOuISXzakt,control,desktop,>65,Postgraduate,Democrat,0,Male,72,1,7,2.6,63
ad,SV_eyxdeXOuISXzakt,info,mobile,>65,College,Independent,0.3333333333333333,Female,62,1,6,3.2,37
video,SV_eyxdeXOuISXzakt,info,desktop,<=65,Postgraduate,Republican,0,Male,35,0.8571428571428571,6,5,28
audio,SV_eyxdeXOuISXzakt,info,desktop,>65,High school,Republican,0.3333333333333333,Female,75,0.8571428571428571,5,3.4,5
video,SV_eyxdeXOuISXzakt,info,desktop,<=65,College,Democrat,0,Male,34,0.5714285714285714,7,3.2,50
skit,SV_eyxdeXOuISXzakt,info,mobile,>65,Postgraduate,Republican,0,Female,68,1,6,3.6,0
audio,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Democrat,0,Female,64,1,7,1.6,90
audio,SV_eyxdeXOuISXzakt,control,mobile,>65,College,Democrat,0.6666666666666666,Female,71,0.8571428571428571,5,2.4,65
text,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Democrat,0,Female,74,1,7,2.4,72
video,SV_eyxdeXOuISXzakt,control,desktop,>65,High school,Republican,0.6666666666666666,Female,73,1,7,2.8,60
control,SV_eyxdeXOuISXzakt,info,desktop,>65,High school,Republican,0,Female,71,1,6,2.6,10
ad,SV_eyxdeXOuISXzakt,control,desktop,>65,College,Republican,0.3333333333333333,Female,74,0.8571428571428571,6,3,16
control,SV_eyxdeXOuISXzakt,info,desktop,>65,Postgraduate,Democrat,0.6666666666666666,Female,68,1,6,2,68
audio,SV_eyxdeXOuISXzakt,control,desktop,>65,College,Democrat,0.3333333333333333,Male,67,1,6,2.8,71
video,SV_eyxdeXOuISXzakt,info,mobile,>65,High school,Republican,0.3333333333333333,Male,67,1,7,2,51
text,SV_eyxdeXOuISXzakt,control,desktop,>65,High school,Democrat,1,Female,71,1,7,2.8,91
control,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Democrat,0.3333333333333333,Female,74,1,6,1.8,0
video,SV_eyxdeXOuISXzakt,control,desktop,>65,College,Republican,0.3333333333333333,Female,65,1,6,3.6,21
audio,SV_eyxdeXOuISXzakt,info,desktop,<=65,High school,Democrat,0,Female,58,0.8571428571428571,7,3,25
audio,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Democrat,0.3333333333333333,Female,69,1,7,2.4,80
ad,SV_eyxdeXOuISXzakt,info,desktop,>65,High school,Democrat,0.6666666666666666,Female,63,0.7142857142857143,6,2.6,75
video,SV_eyxdeXOuISXzakt,info,desktop,<=65,College,Republican,0,Male,38,0.8571428571428571,6,3.2,45
ad,SV_eyxdeXOuISXzakt,info,desktop,>65,High school,Republican,0.3333333333333333,Female,71,1,7,4,0
skit,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Republican,0.3333333333333333,Female,64,0.42857142857142855,5,3.8,5
text,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Democrat,0,Female,51,1,6,2.2,79
control,SV_eyxdeXOuISXzakt,info,desktop,<=65,Postgraduate,Democrat,0.6666666666666666,Female,57,1,6,2.8,93
control,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Democrat,0.6666666666666666,Female,56,1,6,1.8,77
video,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Democrat,0.3333333333333333,Female,70,0.8571428571428571,6,2.8,60
ad,SV_eyxdeXOuISXzakt,info,mobile,>65,College,Democrat,0,Female,73,1,5,3.4,64
control,SV_eyxdeXOuISXzakt,info,mobile,>65,Postgraduate,Republican,0.3333333333333333,Female,62,1,6,2.8,30
video,SV_eyxdeXOuISXzakt,control,desktop,>65,High school,Republican,0.3333333333333333,Male,82,1,7,4.2,80
ad,SV_eyxdeXOuISXzakt,control,mobile,>65,High school,Republican,0,Female,80,1,6,2.8,51
skit,SV_eyxdeXOuISXzakt,info,mobile,>65,College,Democrat,0.3333333333333333,Female,66,1,7,1.2,83
control,SV_eyxdeXOuISXzakt,control,mobile,<=65,High school,Republican,0,Female,57,0.42857142857142855,6,3,50
control,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Republican,0.3333333333333333,Female,30,0.14285714285714285,7,2.6,17
video,SV_eyxdeXOuISXzakt,control,desktop,<=65,College,Democrat,0,Female,50,0.7142857142857143,6,2.6,55
text,SV_eyxdeXOuISXzakt,control,mobile,<=65,Postgraduate,Republican,0.3333333333333333,Male,30,0.8571428571428571,7,3.6,95
control,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Democrat,0.3333333333333333,Female,49,0.8571428571428571,7,1.6,26
control,SV_eyxdeXOuISXzakt,info,desktop,<=65,High school,Republican,0,Female,36,1,6,3,1
control,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Democrat,0.3333333333333333,Female,82,1,6,3,100
ad,SV_eyxdeXOuISXzakt,info,desktop,<=65,High school,Independent,0.3333333333333333,Female,60,0.8571428571428571,7,2.8,66
video,SV_eyxdeXOuISXzakt,info,desktop,>65,High school,Democrat,0,Female,79,0.7142857142857143,7,3.4,0
skit,SV_eyxdeXOuISXzakt,control,mobile,<=65,Postgraduate,Democrat,0,Female,40,0.42857142857142855,7,2.4,27
text,SV_eyxdeXOuISXzakt,info,mobile,>65,<High school,Republican,0,Female,66,0.7142857142857143,5,4,0
control,SV_eyxdeXOuISXzakt,control,desktop,>65,High school,Republican,0.3333333333333333,Female,72,0.8571428571428571,6,2.2,1
control,SV_eyxdeXOuISXzakt,control,mobile,>65,College,Republican,0,Female,67,0.8571428571428571,7,3.2,61
control,SV_eyxdeXOuISXzakt,control,mobile,>65,College,Independent,0,Female,68,1,7,2.4,71
control,SV_eyxdeXOuISXzakt,info,desktop,<=65,College,Republican,0.3333333333333333,Female,53,0.5714285714285714,6,3.6,20
skit,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Democrat,0.3333333333333333,Female,19,0.2857142857142857,6,2.8,50
control,SV_eyxdeXOuISXzakt,control,desktop,>65,High school,Independent,0.3333333333333333,Female,72,0.2857142857142857,6,2.4,50
audio,SV_eyxdeXOuISXzakt,control,desktop,<=65,College,Independent,0.3333333333333333,Female,46,0.5714285714285714,7,4.5,17
text,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Republican,0.3333333333333333,Female,23,0.42857142857142855,6,3.6,0
control,SV_eyxdeXOuISXzakt,control,mobile,<=65,Postgraduate,Democrat,0,Female,35,0.8571428571428571,7,2.8,50
ad,SV_eyxdeXOuISXzakt,control,mobile,<=65,High school,Independent,0,Female,36,0.2857142857142857,7,3.4,49
skit,SV_eyxdeXOuISXzakt,control,mobile,<=65,Postgraduate,Republican,0.3333333333333333,Male,40,0.8571428571428571,6,3.6,58
ad,SV_eyxdeXOuISXzakt,control,desktop,>65,Postgraduate,Republican,0.6666666666666666,Female,65,0.8571428571428571,6,1.6,10
ad,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Democrat,0.3333333333333333,Female,27,0.2857142857142857,6,4,26
video,SV_eyxdeXOuISXzakt,control,desktop,>65,High school,Independent,0.3333333333333333,Female,71,0.8571428571428571,5,4,80
ad,SV_eyxdeXOuISXzakt,control,mobile,<=65,<High school,Republican,0.3333333333333333,Female,28,1,7,3.4,0
text,SV_eyxdeXOuISXzakt,info,mobile,>65,High school,Democrat,0,Male,68,1,6,3.2,87
control,SV_eyxdeXOuISXzakt,control,mobile,<=65,High school,Republican,0.3333333333333333,Female,20,0.8571428571428571,7,3.6,0
audio,SV_eyxdeXOuISXzakt,control,desktop,>65,High school,Democrat,0.3333333333333333,Female,70,1,6,2,100
ad,SV_eyxdeXOuISXzakt,info,desktop,<=65,College,Republican,0.3333333333333333,Female,44,0.8571428571428571,7,3.2,0
control,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Republican,0,Female,33,0.2857142857142857,7,2.8,50
skit,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Democrat,0.3333333333333333,Female,18,0.5714285714285714,7,1.4,34
ad,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Republican,0.3333333333333333,Female,78,0.8571428571428571,5,4.4,0
ad,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Democrat,0.6666666666666666,Female,62,1,7,1.8,85
audio,SV_eyxdeXOuISXzakt,control,mobile,>65,High school,Democrat,0.3333333333333333,Female,65,0.5714285714285714,6,3.2,26
skit,SV_eyxdeXOuISXzakt,control,desktop,>65,College,Republican,0.3333333333333333,Female,62,0.42857142857142855,7,3.4,0
control,SV_eyxdeXOuISXzakt,control,desktop,<=65,College,Republican,0,Female,59,0.7142857142857143,7,3.8,0
skit,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Republican,0.3333333333333333,Female,60,0.7142857142857143,7,3,8
audio,SV_eyxdeXOuISXzakt,control,desktop,>65,High school,Republican,0.3333333333333333,Female,81,1,5,3.6,11
audio,SV_eyxdeXOuISXzakt,control,mobile,>65,College,Republican,0.3333333333333333,Female,66,1,6,2.6,0
video,SV_eyxdeXOuISXzakt,info,desktop,<=65,Postgraduate,Republican,0,Female,56,0.2857142857142857,7,2.6,93
video,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Democrat,0.3333333333333333,Female,36,1,7,1.8,0
text,SV_eyxdeXOuISXzakt,info,mobile,<=65,College,Democrat,0.3333333333333333,Female,51,1,6,2.4,65
ad,SV_eyxdeXOuISXzakt,info,desktop,<=65,Postgraduate,Republican,0,Female,33,0.7142857142857143,7,2.4,48
skit,SV_eyxdeXOuISXzakt,info,desktop,>65,College,Republican,0.3333333333333333,Female,66,0.8571428571428571,6,3.8,0
skit,SV_eyxdeXOuISXzakt,control,mobile,<=65,High school,Independent,0.3333333333333333,Female,41,0.2857142857142857,6,2,50
control,SV_eyxdeXOuISXzakt,control,desktop,<=65,Postgraduate,Democrat,0.3333333333333333,Female,55,1,6,2.2,84
text,SV_eyxdeXOuISXzakt,control,desktop,>65,Postgraduate,Democrat,0.3333333333333333,Female,77,1,6,3,66
control,SV_eyxdeXOuISXzakt,control,mobile,<=65,High school,Democrat,0.3333333333333333,Female,42,0.5714285714285714,7,2.6,22
text,SV_eyxdeXOuISXzakt,info,mobile,>65,College,Republican,0,Female,67,0.42857142857142855,6,2.8,0
control,SV_eyxdeXOuISXzakt,control,mobile,<=65,High school,Republican,0.3333333333333333,Female,32,0.5714285714285714,7,2.8,11
ad,SV_eyxdeXOuISXzakt,info,mobile,<=65,High school,Democrat,0.3333333333333333,Female,29,0.2857142857142857,6,3,50
skit,SV_eyxdeXOuISXzakt,control,mobile,<=65,College,Democrat,0.3333333333333333,Female,19,0.8571428571428571,7,2.2,0
control,SV_eyxdeXOuISXzakt,info,mobile,>65,Postgraduate,Democrat,0,Female,68,1,6,2.2,80
skit,SV_eyxdeXOuISXzakt,control,desktop,>65,High school,Republican,0.3333333333333333,Female,69,0.5714285714285714,6,4.4,68
skit,SV_eyxdeXOuISXzakt,info,desktop,>65,High school,Democrat,0.3333333333333333,Female,70,0.5714285714285714,6,3.6,73
ad,SV_eyxdeXOuISXzakt,info,desktop,<=65,College,Democrat,0.3333333333333333,Female,48,1,7,2.2,75
